,pdb,natoms,parKVFinder_01,parKVFinder_02,parKVFinder_04,parKVFinder_08,parKVFinder_12,parKVFinder_16,parKVFinder_20,parKVFinder_24,pyKVFinder_01,pyKVFinder_02,pyKVFinder_04,pyKVFinder_08,pyKVFinder_12,pyKVFinder_16,pyKVFinder_20,pyKVFinder_24,pyKVFinder-depth_01,pyKVFinder-depth_02,pyKVFinder-depth_04,pyKVFinder-depth_08,pyKVFinder-depth_12,pyKVFinder-depth_16,pyKVFinder-depth_20,pyKVFinder-depth_24,pyKVFinder-hydropathy_01,pyKVFinder-hydropathy_02,pyKVFinder-hydropathy_04,pyKVFinder-hydropathy_08,pyKVFinder-hydropathy_12,pyKVFinder-hydropathy_16,pyKVFinder-hydropathy_20,pyKVFinder-hydropathy_24
78,1K7C_A,1734,3.4778,2.1505,1.332,1.0168,0.9505,0.9185,0.8863,0.8609,3.0455,1.8461,1.2446,1.0139,0.9151,0.8241,0.7657,0.7342,3.0455,1.8461,1.2446,1.0139,0.9151,0.8241,0.7657,0.7342,3.0455,1.8461,1.2446,1.0139,0.9151,0.8241,0.7657,0.7342
79,1KCF_A,1913,4.6041,2.896,1.7554,1.5056,1.3427,1.2604,1.2181,1.1726,3.7713,2.3626,1.5526,1.279,1.1262,1.06,0.9597,0.8977,3.7713,2.3626,1.5526,1.279,1.1262,1.06,0.9597,0.8977,3.7713,2.3626,1.5526,1.279,1.1262,1.06,0.9597,0.8977
80,1KF6_C,1057,5.8235,3.4814,1.8923,1.4857,1.3056,1.2222,1.1358,1.0709,4.6487,2.9651,1.9006,1.6138,1.4936,1.4057,1.2867,1.2301,4.6487,2.9651,1.9006,1.6138,1.4936,1.4057,1.2867,1.2301,4.6487,2.9651,1.9006,1.6138,1.4936,1.4057,1.2867,1.2301
81,1KI1_B,2798,9.1361,5.6643,3.6274,2.9043,2.6131,2.4604,2.4345,2.3886,6.8163,4.2253,2.6932,2.2126,2.0235,1.8291,1.7324,1.6105,6.8163,4.2253,2.6932,2.2126,2.0235,1.8291,1.7324,1.6105,6.8163,4.2253,2.6932,2.2126,2.0235,1.8291,1.7324,1.6105
82,1KLF_P,2051,7.8348,4.9965,3.0171,2.509,2.3047,2.1477,2.0445,2.0123,6.1113,3.8528,2.5553,2.2652,2.0823,1.8626,1.7585,1.6346,6.1113,3.8528,2.5553,2.2652,2.0823,1.8626,1.7585,1.6346,6.1113,3.8528,2.5553,2.2652,2.0823,1.8626,1.7585,1.6346
83,1KOE_A,1332,3.1277,1.9073,1.1371,0.8882,0.815,0.7948,0.7726,0.7513,2.7084,1.6777,1.1377,0.9576,0.813,0.7726,0.7243,0.6905,2.7084,1.6777,1.1377,0.9576,0.813,0.7726,0.7243,0.6905,2.7084,1.6777,1.1377,0.9576,0.813,0.7726,0.7243,0.6905
84,1KRF_B,3724,6.9496,4.4551,3.1257,2.4535,2.3418,2.278,2.216,2.1517,5.3022,3.3061,2.1483,1.7473,1.5416,1.3884,1.2832,1.2232,5.3022,3.3061,2.1483,1.7473,1.5416,1.3884,1.2832,1.2232,5.3022,3.3061,2.1483,1.7473,1.5416,1.3884,1.2832,1.2232
85,1KU8_G,1039,2.1987,1.2925,0.8093,0.5758,0.5557,0.5177,0.4951,0.4824,2.0837,1.26,0.8743,0.7397,0.6616,0.6129,0.5948,0.5574,2.0837,1.26,0.8743,0.7397,0.6616,0.6129,0.5948,0.5574,2.0837,1.26,0.8743,0.7397,0.6616,0.6129,0.5948,0.5574
86,1L4U_A,1226,3.0535,1.8196,1.106,0.873,0.772,0.7209,0.6862,0.664,2.6868,1.672,1.131,0.9513,0.8553,0.7778,0.7279,0.6956,2.6868,1.672,1.131,0.9513,0.8553,0.7778,0.7279,0.6956,2.6868,1.672,1.131,0.9513,0.8553,0.7778,0.7279,0.6956
87,1L8L_A,1732,4.029,2.5349,1.6656,1.3545,1.2119,1.1581,1.1244,1.0894,3.3552,2.0334,1.3313,1.0985,0.9795,0.8965,0.849,0.8159,3.3552,2.0334,1.3313,1.0985,0.9795,0.8965,0.849,0.8159,3.3552,2.0334,1.3313,1.0985,0.9795,0.8965,0.849,0.8159
88,1LBA_A,1149,2.6478,1.5499,0.9313,0.7212,0.6334,0.5902,0.5619,0.5309,2.4779,1.5347,1.0469,0.8738,0.7682,0.701,0.6575,0.6406,2.4779,1.5347,1.0469,0.8738,0.7682,0.701,0.6575,0.6406,2.4779,1.5347,1.0469,0.8738,0.7682,0.701,0.6575,0.6406
89,1LFP_A,1923,4.2337,2.6399,1.6766,1.3433,1.1845,1.1776,1.0936,1.0528,3.5384,2.205,1.4327,1.2166,1.1124,0.9847,0.9082,0.8671,3.5384,2.205,1.4327,1.2166,1.1124,0.9847,0.9082,0.8671,3.5384,2.205,1.4327,1.2166,1.1124,0.9847,0.9082,0.8671
90,1LPB_A,705,2.1961,1.2376,0.6881,0.5504,0.4949,0.4604,0.4335,0.4149,1.9852,1.2214,0.8391,0.7369,0.6643,0.6206,0.6008,0.5694,1.9852,1.2214,0.8391,0.7369,0.6643,0.6206,0.6008,0.5694,1.9852,1.2214,0.8391,0.7369,0.6643,0.6206,0.6008,0.5694
91,1LTS_A,1511,3.5219,2.1358,1.2769,1.0273,0.9058,0.8386,0.8039,0.7687,3.0826,1.8935,1.2804,1.0968,0.9476,0.8409,0.7906,0.7619,3.0826,1.8935,1.2804,1.0968,0.9476,0.8409,0.7906,0.7619,3.0826,1.8935,1.2804,1.0968,0.9476,0.8409,0.7906,0.7619
92,1LU4_A,1018,1.9684,1.1499,0.7306,0.576,0.5148,0.4903,0.4714,0.4516,1.9469,1.1976,0.8496,0.7155,0.6378,0.5996,0.5697,0.5262,1.9469,1.1976,0.8496,0.7155,0.6378,0.5996,0.5697,0.5262,1.9469,1.1976,0.8496,0.7155,0.6378,0.5996,0.5697,0.5262
93,1LVM_A,1827,4.6477,2.8337,1.6833,1.3996,1.2343,1.1722,1.1158,1.0881,3.8112,2.356,1.541,1.3015,1.1644,1.0414,0.9743,0.9236,3.8112,2.356,1.541,1.3015,1.1644,1.0414,0.9743,0.9236,3.8112,2.356,1.541,1.3015,1.1644,1.0414,0.9743,0.9236
94,1LYN_B,1047,2.8084,1.6465,0.9211,0.7245,0.6257,0.5875,0.5606,0.5359,2.5874,1.5835,1.0731,0.8771,0.7629,0.7169,0.6737,0.6288,2.5874,1.5835,1.0731,0.8771,0.7629,0.7169,0.6737,0.6288,2.5874,1.5835,1.0731,0.8771,0.7629,0.7169,0.6737,0.6288
95,1LYQ_A,756,2.3059,1.3121,0.7625,0.5656,0.4853,0.4522,0.4306,0.4111,2.1149,1.2919,0.9021,0.7739,0.6773,0.6274,0.5983,0.5675,2.1149,1.2919,0.9021,0.7739,0.6773,0.6274,0.5983,0.5675,2.1149,1.2919,0.9021,0.7739,0.6773,0.6274,0.5983,0.5675
96,1M56_C,2138,7.0348,4.3039,2.6586,2.0408,1.804,1.7362,1.7029,1.6327,5.4411,3.4409,2.2265,1.9372,1.7752,1.5834,1.4642,1.3941,5.4411,3.4409,2.2265,1.9372,1.7752,1.5834,1.4642,1.3941,5.4411,3.4409,2.2265,1.9372,1.7752,1.5834,1.4642,1.3941
97,1M7Y_A,3358,7.6968,5.1223,3.6007,2.8618,2.6562,2.6454,2.5626,2.5414,5.6522,3.4954,2.2893,1.93,1.6883,1.5616,1.455,1.373,5.6522,3.4954,2.2893,1.93,1.6883,1.5616,1.455,1.373,5.6522,3.4954,2.2893,1.93,1.6883,1.5616,1.455,1.373
98,1MG7_A,2769,7.0451,4.5739,2.9186,2.4042,2.2042,2.1004,2.1493,2.082,5.3235,3.4417,2.3127,1.8881,1.6992,1.5835,1.5166,1.4299,5.3235,3.4417,2.3127,1.8881,1.6992,1.5835,1.5166,1.4299,5.3235,3.4417,2.3127,1.8881,1.6992,1.5835,1.5166,1.4299
99,1MKZ_A,1295,3.1251,1.8716,1.1056,0.8663,0.7826,0.7591,0.7201,0.6848,2.8094,1.7113,1.1327,0.9512,0.856,0.8126,0.7755,0.7291,2.8094,1.7113,1.1327,0.9512,0.856,0.8126,0.7755,0.7291,2.8094,1.7113,1.1327,0.9512,0.856,0.8126,0.7755,0.7291
100,1MPR_A,3351,6.9901,4.3232,2.9362,2.1658,2.0634,1.9602,1.8955,1.8257,5.4795,3.4081,2.2583,1.7012,1.4853,1.3299,1.2096,1.127,5.4795,3.4081,2.2583,1.7012,1.4853,1.3299,1.2096,1.127,5.4795,3.4081,2.2583,1.7012,1.4853,1.3299,1.2096,1.127
101,1MZP_A,1715,4.7535,2.9498,1.7472,1.4144,1.2959,1.2308,1.1693,1.1114,3.8614,2.411,1.6162,1.3912,1.1999,1.0836,1.0025,0.9647,3.8614,2.411,1.6162,1.3912,1.1999,1.0836,1.0025,0.9647,3.8614,2.411,1.6162,1.3912,1.1999,1.0836,1.0025,0.9647
102,1N0F_B,1133,3.2858,1.9787,1.1419,0.9006,0.7943,0.7507,0.7075,0.6886,2.8787,1.7879,1.1863,1.0044,0.8992,0.8168,0.7584,0.7219,2.8787,1.7879,1.1863,1.0044,0.8992,0.8168,0.7584,0.7219,2.8787,1.7879,1.1863,1.0044,0.8992,0.8168,0.7584,0.7219
103,1N97_A,3052,6.1203,3.8565,2.5564,2.0306,1.9154,1.8271,1.7577,1.7042,4.8431,3.0107,1.9914,1.6222,1.4353,1.3987,1.259,1.2168,4.8431,3.0107,1.9914,1.6222,1.4353,1.3987,1.259,1.2168,4.8431,3.0107,1.9914,1.6222,1.4353,1.3987,1.259,1.2168
104,1NAR_A,2333,4.8731,3.052,1.9051,1.5988,1.4359,1.3619,1.3097,1.2716,3.97,2.4835,1.6199,1.3666,1.2219,1.0689,0.996,0.9466,3.97,2.4835,1.6199,1.3666,1.2219,1.0689,0.996,0.9466,3.97,2.4835,1.6199,1.3666,1.2219,1.0689,0.996,0.9466
105,1NEP_A,1026,2.354,1.3675,0.824,0.6407,0.5639,0.5214,0.4924,0.4713,2.204,1.3499,0.9367,0.7812,0.6774,0.6381,0.6023,0.578,2.204,1.3499,0.9367,0.7812,0.6774,0.6381,0.6023,0.578,2.204,1.3499,0.9367,0.7812,0.6774,0.6381,0.6023,0.578
106,1NLX_J,794,2.191,1.2572,0.7514,0.5762,0.4965,0.4656,0.4399,0.4268,2.0467,1.2781,0.8955,0.7548,0.673,0.632,0.5938,0.5717,2.0467,1.2781,0.8955,0.7548,0.673,0.632,0.5938,0.5717,2.0467,1.2781,0.8955,0.7548,0.673,0.632,0.5938,0.5717
107,1NN5_A,1608,3.7656,2.318,1.444,1.1571,1.0322,0.967,0.9139,0.8918,3.2076,1.9848,1.3304,1.1213,1.0147,0.9133,0.8472,0.8092,3.2076,1.9848,1.3304,1.1213,1.0147,0.9133,0.8472,0.8092,3.2076,1.9848,1.3304,1.1213,1.0147,0.9133,0.8472,0.8092
108,1NOU_B,3878,8.2274,5.3135,3.8036,2.9925,2.7319,2.702,2.6028,2.5651,6.025,3.6413,2.3006,1.8374,1.6365,1.4895,1.415,1.3555,6.025,3.6413,2.3006,1.8374,1.6365,1.4895,1.415,1.3555,6.025,3.6413,2.3006,1.8374,1.6365,1.4895,1.415,1.3555
109,1NUB_A,1834,5.5091,3.3984,2.1086,1.6086,1.4243,1.3396,1.2901,1.243,4.355,2.661,1.6914,1.3783,1.2746,1.1232,1.0743,1.0384,4.355,2.661,1.6914,1.3783,1.2746,1.1232,1.0743,1.0384,4.355,2.661,1.6914,1.3783,1.2746,1.1232,1.0743,1.0384
110,1NX8_A,2000,4.2922,2.7084,1.7083,1.3385,1.2787,1.2106,1.1725,1.1374,3.531,2.1958,1.4793,1.2069,1.09,0.9617,0.9139,0.8616,3.531,2.1958,1.4793,1.2069,1.09,0.9617,0.9139,0.8616,3.531,2.1958,1.4793,1.2069,1.09,0.9617,0.9139,0.8616
111,1O5E_L,1569,2.7791,1.659,1.0038,0.8176,0.7366,0.6863,0.6542,0.6324,2.5742,1.5797,1.0773,0.8984,0.8011,0.7365,0.6987,0.6778,2.5742,1.5797,1.0773,0.8984,0.8011,0.7365,0.6987,0.6778,2.5742,1.5797,1.0773,0.8984,0.8011,0.7365,0.6987,0.6778
112,1O6O_D,37,0.1286,0.0786,0.0511,0.0424,0.0363,0.0351,0.0334,0.0331,0.4266,0.3749,0.3169,0.3031,0.298,0.2985,0.3182,0.3226,0.4266,0.3749,0.3169,0.3031,0.298,0.2985,0.3182,0.3226,0.4266,0.3749,0.3169,0.3031,0.298,0.2985,0.3182,0.3226
113,1OBB_A,3864,8.1385,5.3101,3.6599,2.9747,2.7078,2.703,2.622,2.5639,5.9688,3.6304,2.3446,1.8268,1.6627,1.5168,1.416,1.3699,5.9688,3.6304,2.3446,1.8268,1.6627,1.5168,1.416,1.3699,5.9688,3.6304,2.3446,1.8268,1.6627,1.5168,1.416,1.3699
114,1OCS_A,1085,3.3305,1.9728,1.1656,0.8893,0.7545,0.7272,0.6945,0.6638,2.8979,1.7583,1.1653,1.0137,0.8926,0.8353,0.7762,0.7461,2.8979,1.7583,1.1653,1.0137,0.8926,0.8353,0.7762,0.7461,2.8979,1.7583,1.1653,1.0137,0.8926,0.8353,0.7762,0.7461
115,1ODL_B,1785,4.0884,2.501,1.4725,1.189,1.0556,0.9971,0.9619,0.9236,3.4314,2.1997,1.4663,1.208,1.0287,0.9574,0.8639,0.8194,3.4314,2.1997,1.4663,1.208,1.0287,0.9574,0.8639,0.8194,3.4314,2.1997,1.4663,1.208,1.0287,0.9574,0.8639,0.8194
116,1OFU_X,911,2.4573,1.4167,0.8343,0.6539,0.5665,0.5271,0.5009,0.4777,2.2485,1.3742,0.9497,0.8094,0.7329,0.688,0.6205,0.5976,2.2485,1.3742,0.9497,0.8094,0.7329,0.688,0.6205,0.5976,2.2485,1.3742,0.9497,0.8094,0.7329,0.688,0.6205,0.5976
117,1OJ5_A,812,2.2892,1.2986,0.7736,0.6009,0.5261,0.4788,0.4575,0.4324,2.1262,1.3119,0.9206,0.7674,0.7003,0.6351,0.5937,0.5724,2.1262,1.3119,0.9206,0.7674,0.7003,0.6351,0.5937,0.5724,2.1262,1.3119,0.9206,0.7674,0.7003,0.6351,0.5937,0.5724
118,1OK7_B,2843,7.8911,5.022,3.2921,2.5771,2.2578,2.1401,2.1647,2.0778,6.0456,3.6974,2.3542,2.0077,1.7369,1.603,1.5123,1.4206,6.0456,3.6974,2.3542,2.0077,1.7369,1.603,1.5123,1.4206,6.0456,3.6974,2.3542,2.0077,1.7369,1.603,1.5123,1.4206
119,1OKC_A,2254,5.2202,3.2071,1.9208,1.519,1.3393,1.2831,1.243,1.213,4.3172,2.6388,1.6808,1.3294,1.2149,1.0845,1.003,0.9576,4.3172,2.6388,1.6808,1.3294,1.2149,1.0845,1.003,0.9576,4.3172,2.6388,1.6808,1.3294,1.2149,1.0845,1.003,0.9576
120,1P0Z_H,998,2.6348,1.5463,0.9042,0.7266,0.6333,0.5987,0.5719,0.5497,2.3922,1.4873,1.0167,0.8549,0.7437,0.6956,0.6554,0.6371,2.3922,1.4873,1.0167,0.8549,0.7437,0.6956,0.6554,0.6371,2.3922,1.4873,1.0167,0.8549,0.7437,0.6956,0.6554,0.6371
121,1PJU_A,866,2.7354,1.5714,0.9429,0.7258,0.6074,0.5669,0.5307,0.5025,2.4647,1.4922,1.0315,0.8593,0.7714,0.7069,0.6537,0.6357,2.4647,1.4922,1.0315,0.8593,0.7714,0.7069,0.6537,0.6357,2.4647,1.4922,1.0315,0.8593,0.7714,0.7069,0.6537,0.6357
122,1PL7_A,2676,6.3055,3.9492,2.6106,1.9935,1.8372,1.7488,1.6687,1.6171,4.9419,3.1198,2.0408,1.6134,1.4392,1.2797,1.1814,1.1179,4.9419,3.1198,2.0408,1.6134,1.4392,1.2797,1.1814,1.1179,4.9419,3.1198,2.0408,1.6134,1.4392,1.2797,1.1814,1.1179
123,1POC_A,1064,2.9227,1.7235,1.0235,0.7657,0.6881,0.6508,0.6188,0.5953,2.6003,1.5762,1.0705,0.9092,0.8062,0.7539,0.7194,0.6785,2.6003,1.5762,1.0705,0.9092,0.8062,0.7539,0.7194,0.6785,2.6003,1.5762,1.0705,0.9092,0.8062,0.7539,0.7194,0.6785
124,1PP0_A,1527,3.6538,2.2225,1.3405,1.0346,0.9141,0.8614,0.8279,0.8055,3.1409,1.9219,1.3004,1.0529,0.9857,0.8713,0.8186,0.7857,3.1409,1.9219,1.3004,1.0529,0.9857,0.8713,0.8186,0.7857,3.1409,1.9219,1.3004,1.0529,0.9857,0.8713,0.8186,0.7857
125,1Q23_H,1785,4.23,2.6161,1.5629,1.2734,1.128,1.0603,1.0102,0.9749,3.485,2.1787,1.4295,1.202,1.0493,0.9377,0.8658,0.8325,3.485,2.1787,1.4295,1.202,1.0493,0.9377,0.8658,0.8325,3.485,2.1787,1.4295,1.202,1.0493,0.9377,0.8658,0.8325
126,1Q33_A,2324,6.3552,3.8805,2.4782,1.9182,1.7605,1.7025,1.6457,1.5777,5.0399,3.1757,2.1351,1.6822,1.5123,1.3669,1.2569,1.1874,5.0399,3.1757,2.1351,1.6822,1.5123,1.3669,1.2569,1.1874,5.0399,3.1757,2.1351,1.6822,1.5123,1.3669,1.2569,1.1874
127,1Q8I_A,5709,15.7012,10.4565,6.8232,5.7429,5.2594,5.0314,4.8688,4.8422,11.0115,6.6056,4.2145,3.4211,3.0172,2.7509,2.6199,2.5184,11.0115,6.6056,4.2145,3.4211,3.0172,2.7509,2.6199,2.5184,11.0115,6.6056,4.2145,3.4211,3.0172,2.7509,2.6199,2.5184
128,1QFG_A,5523,11.4034,7.5089,5.5499,4.6842,4.3182,4.1187,4.038,4.1418,7.7622,4.8586,3.0528,2.5822,2.2471,2.067,1.9581,1.8595,7.7622,4.8586,3.0528,2.5822,2.2471,2.067,1.9581,1.8595,7.7622,4.8586,3.0528,2.5822,2.2471,2.067,1.9581,1.8595
129,1QHH_C,817,3.0371,1.8076,0.9969,0.7431,0.6407,0.5942,0.5661,0.5383,2.6575,1.6288,1.1315,0.9578,0.8293,0.7735,0.7127,0.7058,2.6575,1.6288,1.1315,0.9578,0.8293,0.7735,0.7127,0.7058,2.6575,1.6288,1.1315,0.9578,0.8293,0.7735,0.7127,0.7058
130,1QUS_A,2475,6.3362,3.8754,2.4581,1.8742,1.7329,1.6281,1.5418,1.4735,5.0116,3.0815,1.9678,1.6393,1.5329,1.351,1.2458,1.1842,5.0116,3.0815,1.9678,1.6393,1.5329,1.351,1.2458,1.1842,5.0116,3.0815,1.9678,1.6393,1.5329,1.351,1.2458,1.1842
131,1R7A_A,3964,8.5141,5.633,4.2105,3.3385,3.0863,3.0099,3.0144,2.9532,5.9816,3.6947,2.3239,1.9566,1.743,1.5863,1.4826,1.3705,5.9816,3.6947,2.3239,1.9566,1.743,1.5863,1.4826,1.3705,5.9816,3.6947,2.3239,1.9566,1.743,1.5863,1.4826,1.3705
132,1RFS_A,1049,2.3773,1.3968,0.8594,0.6317,0.5884,0.5544,0.5307,0.5073,2.2384,1.3671,0.9299,0.7892,0.6938,0.6535,0.6126,0.593,2.2384,1.3671,0.9299,0.7892,0.6938,0.6535,0.6126,0.593,2.2384,1.3671,0.9299,0.7892,0.6938,0.6535,0.6126,0.593
133,1RGX_A,652,3.4385,2.0235,1.1286,0.8807,0.7817,0.7025,0.6566,0.6213,2.9685,1.8595,1.3089,1.1954,1.012,0.958,0.8928,0.8476,2.9685,1.8595,1.3089,1.1954,1.012,0.958,0.8928,0.8476,2.9685,1.8595,1.3089,1.1954,1.012,0.958,0.8928,0.8476
134,1RJ2_A,2594,8.0133,4.8681,3.0241,2.356,2.1195,1.9958,1.9512,1.9249,6.1322,3.8439,2.4261,2.0789,1.9875,1.6733,1.5871,1.5109,6.1322,3.8439,2.4261,2.0789,1.9875,1.6733,1.5871,1.5109,6.1322,3.8439,2.4261,2.0789,1.9875,1.6733,1.5871,1.5109
135,1RLO_C,2129,4.7472,2.9991,1.8147,1.4832,1.3629,1.2627,1.2744,1.2535,3.8946,2.4338,1.5597,1.3179,1.1694,1.0755,0.9965,0.9279,3.8946,2.4338,1.5597,1.3179,1.1694,1.0755,0.9965,0.9279,3.8946,2.4338,1.5597,1.3179,1.1694,1.0755,0.9965,0.9279
136,1RO5_A,1561,4.0738,2.5152,1.4607,1.202,1.0597,1.0113,0.9584,0.9768,3.3907,2.0912,1.413,1.1805,1.067,0.9667,0.9041,0.8484,3.3907,2.0912,1.413,1.1805,1.067,0.9667,0.9041,0.8484,3.3907,2.0912,1.413,1.1805,1.067,0.9667,0.9041,0.8484
137,1RWI_A,1872,3.8479,2.3776,1.4876,1.1731,1.0284,0.9979,0.9284,0.8908,3.3513,2.1043,1.3818,1.1987,1.0807,0.9592,0.8838,0.8333,3.3513,2.1043,1.3818,1.1987,1.0807,0.9592,0.8838,0.8333,3.3513,2.1043,1.3818,1.1987,1.0807,0.9592,0.8838,0.8333
138,1RXQ_A,1428,3.4126,2.0889,1.2847,1.0165,0.8996,0.8496,0.8156,0.7786,2.9714,1.8246,1.2292,1.0239,0.9207,0.8229,0.7578,0.7211,2.9714,1.8246,1.2292,1.0239,0.9207,0.8229,0.7578,0.7211,2.9714,1.8246,1.2292,1.0239,0.9207,0.8229,0.7578,0.7211
139,1RZ4_A,1707,4.2072,2.5949,1.5303,1.2522,1.0844,1.025,0.978,0.9431,3.5599,2.1854,1.4082,1.2027,1.0816,0.9749,0.9059,0.8618,3.5599,2.1854,1.4082,1.2027,1.0816,0.9749,0.9059,0.8618,3.5599,2.1854,1.4082,1.2027,1.0816,0.9749,0.9059,0.8618
140,1S1D_A,2509,4.7984,3.0544,1.8965,1.5696,1.4121,1.3429,1.2993,1.2642,4.0498,2.5693,1.6713,1.3597,1.2049,1.0546,0.9548,0.9175,4.0498,2.5693,1.6713,1.3597,1.2049,1.0546,0.9548,0.9175,4.0498,2.5693,1.6713,1.3597,1.2049,1.0546,0.9548,0.9175
141,1S2V_B,2248,6.5314,3.9554,2.4654,1.8631,1.6571,1.6025,1.532,1.4583,5.1495,3.2166,2.0452,1.8388,1.6548,1.5277,1.478,1.3137,5.1495,3.2166,2.0452,1.8388,1.6548,1.5277,1.478,1.3137,5.1495,3.2166,2.0452,1.8388,1.6548,1.5277,1.478,1.3137
142,1S2Z_A,1513,4.2885,2.6366,1.5351,1.2546,1.1717,1.1045,1.0362,0.9966,3.6347,2.2795,1.4971,1.3464,1.158,1.0593,0.9647,0.9043,3.6347,2.2795,1.4971,1.3464,1.158,1.0593,0.9647,0.9043,3.6347,2.2795,1.4971,1.3464,1.158,1.0593,0.9647,0.9043
143,1S3S_G,824,2.9753,1.7346,0.962,0.784,0.6845,0.6375,0.5914,0.5721,2.6202,1.6244,1.1146,0.9622,0.8436,0.8183,0.7805,0.7304,2.6202,1.6244,1.1146,0.9622,0.8436,0.8183,0.7805,0.7304,2.6202,1.6244,1.1146,0.9622,0.8436,0.8183,0.7805,0.7304
144,1S4E_F,2719,5.52,3.4662,2.1262,1.787,1.6255,1.5514,1.4849,1.4254,4.434,2.7443,1.7722,1.4069,1.3175,1.1601,1.0661,1.0193,4.434,2.7443,1.7722,1.4069,1.3175,1.1601,1.0661,1.0193,4.434,2.7443,1.7722,1.4069,1.3175,1.1601,1.0661,1.0193
145,1S70_B,2270,9.3925,5.6375,3.411,2.7847,2.4181,2.2353,2.1308,2.0949,7.2376,4.5922,2.9356,2.7178,2.4512,2.2123,2.1135,1.9205,7.2376,4.5922,2.9356,2.7178,2.4512,2.2123,2.1135,1.9205,7.2376,4.5922,2.9356,2.7178,2.4512,2.2123,2.1135,1.9205
146,1S99_A,1429,3.9648,2.4045,1.3999,1.0752,0.9503,0.9071,0.8632,0.8495,3.3098,2.0676,1.385,1.1959,1.0474,0.9364,0.855,0.8212,3.3098,2.0676,1.385,1.1959,1.0474,0.9364,0.855,0.8212,3.3098,2.0676,1.385,1.1959,1.0474,0.9364,0.855,0.8212
147,1SEZ_A,3471,8.383,5.3386,3.5497,2.7499,2.5021,2.3567,2.3253,2.2966,6.3817,3.93,2.4708,2.0923,1.8678,1.6889,1.5614,1.5181,6.3817,3.93,2.4708,2.0923,1.8678,1.6889,1.5614,1.5181,6.3817,3.93,2.4708,2.0923,1.8678,1.6889,1.5614,1.5181
148,1SFP_A,875,2.0971,1.1863,0.706,0.4899,0.4436,0.4129,0.4126,0.3991,2.0447,1.2625,0.889,0.7369,0.6512,0.6323,0.5917,0.5718,2.0447,1.2625,0.889,0.7369,0.6512,0.6323,0.5917,0.5718,2.0447,1.2625,0.889,0.7369,0.6512,0.6323,0.5917,0.5718
149,1SIO_A,2536,4.9768,3.1077,1.9178,1.5468,1.416,1.3265,1.2723,1.2278,4.1314,2.5746,1.6566,1.3867,1.2735,1.1368,1.0436,0.9746,4.1314,2.5746,1.6566,1.3867,1.2735,1.1368,1.0436,0.9746,4.1314,2.5746,1.6566,1.3867,1.2735,1.1368,1.0436,0.9746
150,1SQ0_B,2071,5.021,3.0705,1.8654,1.5652,1.4001,1.3214,1.2599,1.2234,4.1014,2.5589,1.6066,1.3563,1.2417,1.1339,1.0335,0.9795,4.1014,2.5589,1.6066,1.3563,1.2417,1.1339,1.0335,0.9795,4.1014,2.5589,1.6066,1.3563,1.2417,1.1339,1.0335,0.9795
151,1STZ_A,2634,6.842,4.1898,2.6287,2.0814,1.9335,1.8231,1.7444,1.6857,5.3178,3.2571,2.0308,1.681,1.56,1.4615,1.4983,1.462,5.3178,3.2571,2.0308,1.681,1.56,1.4615,1.4983,1.462,5.3178,3.2571,2.0308,1.681,1.56,1.4615,1.4983,1.462
152,1T2O_C,1142,3.232,1.9526,1.1499,0.9026,0.8247,0.7772,0.7395,0.7069,2.7959,1.7293,1.2015,1.0176,0.8818,0.8032,0.7521,0.7148,2.7959,1.7293,1.2015,1.0176,0.8818,0.8032,0.7521,0.7148,2.7959,1.7293,1.2015,1.0176,0.8818,0.8032,0.7521,0.7148
153,1T3W_A,1069,4.6251,2.738,1.5299,1.257,1.0623,0.9844,0.9117,0.8717,3.8286,2.3803,1.5296,1.3747,1.2478,1.1078,1.044,1.0082,3.8286,2.3803,1.5296,1.3747,1.2478,1.1078,1.044,1.0082,3.8286,2.3803,1.5296,1.3747,1.2478,1.1078,1.044,1.0082
154,1T6P_B,4991,14.8323,9.8449,6.8453,6.0387,5.5581,5.285,5.0664,5.1371,10.1753,6.3878,4.322,3.7713,3.2064,2.8834,2.6996,2.5185,10.1753,6.3878,4.322,3.7713,3.2064,2.8834,2.6996,2.5185,10.1753,6.3878,4.322,3.7713,3.2064,2.8834,2.6996,2.5185
155,1TE5_A,1987,4.5372,2.8817,1.7814,1.5493,1.3541,1.2814,1.2551,1.2316,3.688,2.3346,1.5707,1.3528,1.1444,1.0726,0.9741,0.9134,3.688,2.3346,1.5707,1.3528,1.1444,1.0726,0.9741,0.9134,3.688,2.3346,1.5707,1.3528,1.1444,1.0726,0.9741,0.9134
156,1TFH_A,1620,5.2731,3.2229,1.7785,1.4563,1.3317,1.2429,1.1744,1.134,4.279,2.7131,1.8614,1.6484,1.5792,1.4128,1.4101,1.1526,4.279,2.7131,1.8614,1.6484,1.5792,1.4128,1.4101,1.1526,4.279,2.7131,1.8614,1.6484,1.5792,1.4128,1.4101,1.1526
157,1TH1_A,3911,10.4856,6.4467,4.1665,3.4225,3.1083,2.8979,2.7761,2.7555,7.8274,4.7367,3.0126,2.5988,2.2805,2.0354,1.9214,1.8449,7.8274,4.7367,3.0126,2.5988,2.2805,2.0354,1.9214,1.8449,7.8274,4.7367,3.0126,2.5988,2.2805,2.0354,1.9214,1.8449
